Date,Adj Close
09/08/23,319.728882
10/08/23,320.423462
11/08/23,318.518341
14/08/23,321.524811
15/08/23,319.361725
16/08/23,318.586151
17/08/23,315.086121
18/08/23,314.688385
21/08/23,320.05777
22/08/23,320.634491
23/08/23,325.148804
24/08/23,318.1586
25/08/23,321.151581
28/08/23,321.867493
29/08/23,326.550812
30/08/23,326.92865
31/08/23,325.904541
01/09/23,326.799408
05/09/23,331.661682
06/09/23,330.995544
07/09/23,328.042328
08/09/23,332.377625
11/09/23,336.026855
12/09/23,329.891785
13/09/23,334.157532
14/09/23,336.782593
15/09/23,328.350586
18/09/23,327.197144
19/09/23,326.789459
20/09/23,318.954041
21/09/23,317.721069
22/09/23,315.215363
25/09/23,315.742371
26/09/23,310.372955
27/09/23,311.019226
28/09/23,311.864441
29/09/23,313.962463
02/10/23,319.978241
03/10/23,311.615875
04/10/23,317.154327
05/10/23,317.552032
06/10/23,325.407349
09/10/23,327.95285
10/10/23,326.530975
11/10/23,330.538147
12/10/23,329.285248
13/10/23,325.874664
16/10/23,330.756866
17/10/23,330.180176
18/10/23,328.24118
19/10/23,329.444336
20/10/23,324.820709
23/10/23,327.455658
24/10/23,328.658813
25/10/23,338.741425
26/10/23,326.033783
27/10/23,327.942902
30/10/23,335.400421
31/10/23,336.195892
01/11/23,344.11087
02/11/23,346.348114
03/11/23,350.802734
06/11/23,354.511658
07/11/23,358.489014
08/11/23,361.14389
09/11/23,358.648071
10/11/23,367.577271
13/11/23,364.604156
14/11/23,368.173798
15/11/23,368.323303
16/11/23,374.799652
17/11/23,368.502655
20/11/23,376.065002
21/11/23,371.710907
22/11/23,376.473511
24/11/23,376.054993
27/11/23,377.230713
28/11/23,381.305847
29/11/23,377.469849
30/11/23,377.529633
01/12/23,373.14566
04/12/23,367.795258
05/12/23,371.162903
06/12/23,367.456451
07/12/23,369.598633
08/12/23,372.866699
11/12/23,369.947327
12/12/23,373.016144
13/12/23,373.006165
14/12/23,364.596924
15/12/23,369.379456
18/12/23,371.292419
19/12/23,371.900238
20/12/23,369.269836
21/12/23,372.17923
22/12/23,373.215393
26/12/23,373.295135
27/12/23,372.707275
28/12/23,373.912842
29/12/23,374.670074
02/01/24,369.518921
03/01/24,369.249908
04/01/24,366.599579
05/01/24,366.410309
08/01/24,373.325012
09/01/24,374.421021
10/01/24,381.375549
11/01/24,383.22879
12/01/24,387.05481
16/01/24,388.848236
17/01/24,388.051147
18/01/24,392.43512
19/01/24,397.217682
22/01/24,395.065521
23/01/24,397.446808
24/01/24,401.093475
25/01/24,403.395081
26/01/24,402.458496
29/01/24,408.227386
30/01/24,407.101501
31/01/24,396.131622
01/02/24,402.309052
02/02/24,409.721954
05/02/24,404.172241
06/02/24,404.012787
07/02/24,412.541595
08/02/24,412.601379
09/02/24,419.017914
12/02/24,413.747223
13/02/24,404.839783
14/02/24,408.752716
15/02/24,405.828003
16/02/24,403.332489
20/02/24,402.064789
21/02/24,401.455872
22/02/24,410.908813
23/02/24,409.601196
26/02/24,406.806244
27/02/24,406.746338
28/02/24,406.985901
29/02/24,412.895264
01/03/24,414.751892
04/03/24,414.172974
05/03/24,401.925018
06/03/24,401.366028
07/03/24,408.403381
08/03/24,405.488617
11/03/24,403.791656
12/03/24,414.532288
13/03/24,414.352631
14/03/24,424.454407
15/03/24,415.670258
18/03/24,416.568634
19/03/24,420.651276
20/03/24,424.464386
21/03/24,428.596924
22/03/24,427.968048
25/03/24,422.098633
26/03/24,420.890808
27/03/24,420.671204
28/03/24,419.962494
01/04/24,423.805573
02/04/24,420.681213
03/04/24,419.692993
04/04/24,417.127625
05/04/24,424.753845
08/04/24,423.825531
09/04/24,425.512482
10/04/24,422.497925
11/04/24,427.159515
12/04/24,421.140381
15/04/24,412.895264
16/04/24,413.833557
17/04/24,411.09848
18/04/24,403.542114
19/04/24,398.401398
22/04/24,400.238068
23/04/24,406.836182
24/04/24,408.323486
25/04/24,398.321533
26/04/24,405.58844
29/04/24,401.525757
30/04/24,388.628998
01/05/24,394.228912
02/05/24,397.123688
03/05/24,405.927826
06/05/24,412.795441
07/05/24,408.602997
08/05/24,409.800842
09/05/24,411.577637
10/05/24,413.993256
13/05/24,412.975098
14/05/24,415.809998
15/05/24,423.079987
16/05/24,420.98999
17/05/24,420.209991
20/05/24,425.339996
21/05/24,429.040009
22/05/24,430.519989
23/05/24,427
24/05/24,430.160004
28/05/24,430.320007
29/05/24,429.170013
30/05/24,414.670013
31/05/24,415.130005
03/06/24,413.519989
04/06/24,416.070007
05/06/24,424.01001
06/06/24,424.519989
07/06/24,423.850006
10/06/24,427.869995
11/06/24,432.679993
12/06/24,441.059998
13/06/24,441.579987
14/06/24,442.570007
17/06/24,448.369995
18/06/24,446.339996
20/06/24,445.700012
21/06/24,449.779999
24/06/24,447.670013
25/06/24,450.950012
26/06/24,452.160004
27/06/24,452.850006
28/06/24,446.950012
01/07/24,456.730011
02/07/24,459.279999
03/07/24,460.769989
05/07/24,467.559998
08/07/24,466.23999
09/07/24,459.540009
10/07/24,466.25
11/07/24,454.700012
12/07/24,453.549988
15/07/24,453.959991
16/07/24,449.519989
17/07/24,443.519989
18/07/24,440.369995
19/07/24,437.109985
22/07/24,442.940002
23/07/24,444.850006
24/07/24,428.899994
25/07/24,418.399994
26/07/24,425.269989
29/07/24,426.730011
30/07/24,422.920013
31/07/24,418.350006
01/08/24,417.109985
02/08/24,408.48999
05/08/24,395.149994
06/08/24,399.609985
07/08/24,398.429993
08/08/24,402.690002
